employee_id,fullname,name_department,name_position,final_match_rate,match_category
EMP101193,Dwi Utama Handayani,Operations,Finance Officer,36.0,Low Fit
EMP100517,Rendra Wibowo,Marketing,Supply Planner,2.5,Low Fit
EMP100912,Mahendra Tamba,Operations,Data Analyst,31.75,Low Fit
EMP100565,Anisa Pramudita Maulana,Operations,Finance Officer,37.5,Low Fit
EMP100034,Ari Adi Ginting,Operations,Supply Planner,39.25,Low Fit
EMP100071,Rafa Situmorang,IT,HRBP,38.0,Low Fit
EMP101502,Ayunda Gunawan,IT,Brand Executive,40.0,Low Fit
EMP101617,Satya Dharma Sinaga,Marketing,HRBP,1.75,Low Fit
EMP100475,Rizky Setiawan,IT,HRBP,32.0,Low Fit
EMP101461,Dimas Halim Wijaya,Operations,Sales Supervisor,29.0,Low Fit
EMP101923,Vania Fadillah Mahendra,HR,HRBP,38.0,Low Fit
EMP100142,Indra Putra,Marketing,HRBP,1.25,Low Fit
EMP101271,Nabila Adi Ananda,R&D,Sales Supervisor,44.0,Low Fit
EMP100794,Wulan Kusuma Mahendra,HR,Brand Executive,6.75,Low Fit
EMP101294,Nugroho Rahmawati,HR,Supply Planner,34.25,Low Fit
EMP101829,Umar Ganesha Maulida,IT,Brand Executive,29.5,Low Fit
EMP100388,Rani Qolbi Zulfikar,Finance,Brand Executive,43.0,Low Fit
EMP100805,Oktavia Pratama,IT,Sales Supervisor,38.0,Low Fit
EMP100173,Ahmad Wijaya,R&D,Supply Planner,8.75,Low Fit
EMP101076,Satya Pamungkas,Operations,Sales Supervisor,30.75,Low Fit
EMP101560,Gita Maulida,R&D,Data Analyst,29.75,Low Fit
EMP100913,Wahyu Ginting,IT,HRBP,9.0,Low Fit
EMP101161,Fajar Ramadhan,HR,Finance Officer,31.5,Low Fit
EMP100669,Adi Suharto,IT,HRBP,34.0,Low Fit
EMP101584,Dimas Saputra,IT,Data Analyst,28.75,Low Fit
EMP101810,Dwi Tri Hartanto,R&D,Sales Supervisor,39.0,Low Fit
EMP101390,Wahyu Pramudita Gunawan,Finance,Brand Executive,42.25,Low Fit
EMP100632,Rani Pramudita Suharto,Marketing,Finance Officer,2.75,Low Fit
EMP100573,Arif Pramudita Syahputra,IT,Data Analyst,39.75,Low Fit
EMP101095,Nadia Simanjuntak,Operations,Sales Supervisor,36.75,Low Fit
EMP100070,Kartika Rachman Ramadhan,HR,Supply Planner,45.75,Low Fit
EMP101811,Adit Yudhistira Putra,Operations,HRBP,10.0,Low Fit
EMP101544,Dewi Wibowo,Operations,Data Analyst,41.25,Low Fit
EMP101850,Kartika Saputra Kusuma,Finance,Sales Supervisor,38.0,Low Fit
EMP100306,Dinda Kusuma Ananda,Finance,Data Analyst,10.75,Low Fit
EMP101471,Rani Hidayat,Marketing,Sales Supervisor,3.25,Low Fit
EMP101709,Dinda Ginting,HR,Data Analyst,44.75,Low Fit
EMP100498,Fitri Situmorang,Finance,HRBP,31.75,Low Fit
EMP100199,Valdo Zulfikar Halim,Operations,Brand Executive,33.75,Low Fit
EMP101949,Nugroho Dharma Indrawan,Operations,Supply Planner,29.75,Low Fit
EMP101511,Indra Rachman Siregar,Marketing,Supply Planner,2.0,Low Fit
EMP101600,Ari Qolbi Simanjuntak,HR,Supply Planner,33.75,Low Fit
EMP100791,Rizki Saputra,Operations,Data Analyst,39.5,Low Fit
EMP101137,Nabila Putra,Marketing,Data Analyst,1.75,Low Fit
EMP101932,Wahyu Saputra Fauziah,Marketing,Sales Supervisor,3.0,Low Fit
EMP100125,Nabila Lestari Santoso,Finance,Sales Supervisor,9.75,Low Fit
EMP100555,Rani Anugrah Ridwan,Operations,Supply Planner,34.0,Low Fit
EMP100022,Oka Nugroho,IT,Data Analyst,33.0,Low Fit
EMP101521,Utami Utami,IT,Sales Supervisor,35.75,Low Fit
EMP101859,Ayunda Lestari Ridwan,Finance,Supply Planner,36.0,Low Fit
EMP101437,Kurnia Zulfikar Indrawan,R&D,HRBP,43.25,Low Fit
EMP101064,Oktavia Mahendra,Operations,Brand Executive,40.0,Low Fit
EMP100638,Budi Yudhistira Permadi,Marketing,Finance Officer,2.0,Low Fit
EMP101619,Fitri Jatmiko Siregar,IT,Sales Supervisor,32.5,Low Fit
EMP101507,Hadi Herlambang,Marketing,HRBP,1.25,Low Fit
EMP101679,Dinda Rohman,Marketing,Finance Officer,1.75,Low Fit
EMP100011,Fajar Halim,Operations,Finance Officer,39.5,Low Fit
EMP100807,Cahyo Pradana,Marketing,Brand Executive,3.25,Low Fit
EMP100300,Rama Lukman,HR,Supply Planner,40.5,Low Fit
EMP100985,Sari Halim Fauziah,IT,Finance Officer,31.75,Low Fit
EMP100833,Andi Wijaya,Operations,Data Analyst,33.0,Low Fit
EMP100181,Dewi Mahardika Salsabila,Marketing,HRBP,2.25,Low Fit
EMP101228,Satya Qolbi Anggara,R&D,HRBP,11.0,Low Fit
EMP101488,Yuni Tri Maulida,Marketing,HRBP,2.0,Low Fit
EMP100407,Arif Rachman Suharto,IT,Brand Executive,35.5,Low Fit
EMP101027,Kartika Anugrah Halim,IT,HRBP,43.75,Low Fit
EMP101562,Cahyo Lukman,IT,Finance Officer,42.5,Low Fit
EMP101155,Rizki Baskara Permadi,Marketing,Data Analyst,3.25,Low Fit
EMP100876,Nugroho Lestari,HR,Sales Supervisor,29.5,Low Fit
EMP100794,Wulan Kusuma Mahendra,HR,Brand Executive,6.25,Low Fit
EMP100765,Utami Hidayat,Finance,Brand Executive,32.0,Low Fit
EMP101125,Nabila Halim,R&D,Supply Planner,36.75,Low Fit
EMP100303,Bayu Wijaya Maulida,HR,Supply Planner,30.75,Low Fit
EMP100200,Lestari Pratomo,HR,Sales Supervisor,34.5,Low Fit
EMP100557,Rizka Subekti,R&D,Brand Executive,33.5,Low Fit
EMP101183,Gita Adi Wibowo,HR,Finance Officer,40.75,Low Fit
EMP101941,Hana Halim Wijaya,Finance,Data Analyst,35.75,Low Fit
EMP101626,Ahmad Purnama,Finance,Data Analyst,38.0,Low Fit
EMP101796,Bayu Rahmawati,HR,HRBP,31.25,Low Fit
EMP101289,Evi Ramadhan,Finance,Finance Officer,42.75,Low Fit
EMP100806,Dwi Kurniawan,HR,Sales Supervisor,27.75,Low Fit
EMP101142,Rani Kusuma Putra,R&D,Brand Executive,36.0,Low Fit
EMP101081,Putri Nabila Rohman,Finance,Brand Executive,40.5,Low Fit
EMP101082,Rani Permadi,Operations,Brand Executive,32.75,Low Fit
EMP100911,Prasetyo Halim Syahputra,IT,Finance Officer,31.25,Low Fit
EMP100292,Wahyu Halim Zulfikar,R&D,HRBP,31.75,Low Fit
EMP101113,Evi Syahputra,HR,HRBP,34.5,Low Fit
EMP101285,Prasetyo Yudhistira Lukman,Operations,HRBP,30.75,Low Fit
EMP101892,Evi Pratama,Finance,Brand Executive,36.25,Low Fit
EMP101528,Wahyu Nabila Anggara,R&D,Sales Supervisor,41.25,Low Fit
EMP101305,Gita Wijaya Fauziah,HR,HRBP,34.75,Low Fit
EMP101890,Prasetyo Qolbi Maulida,Marketing,Brand Executive,1.75,Low Fit
EMP100872,Citra Maulana,R&D,Brand Executive,33.75,Low Fit
EMP100351,Cahyo Jatmiko Wibowo,R&D,Supply Planner,43.0,Low Fit
EMP100473,Zaki Zulfikar Salsabila,HR,Brand Executive,40.5,Low Fit
EMP101673,Bayu Salsabila,IT,Brand Executive,35.5,Low Fit
EMP100862,Ayu Saputra,IT,Data Analyst,36.0,Low Fit
EMP100750,Joko Qolbi Hasibuan,R&D,Data Analyst,34.25,Low Fit
EMP101241,Mahendra Wijaya,IT,Sales Supervisor,28.0,Low Fit
EMP100738,Ahmad Halim,IT,Supply Planner,43.25,Low Fit
EMP101696,Budi Lestari,IT,Finance Officer,35.25,Low Fit
EMP100600,Zaki Wijaya,HR,HRBP,40.0,Low Fit
EMP100678,Julia Jatmiko Nugroho,Marketing,Data Analyst,1.25,Low Fit
EMP101140,Wahyu Nabila Purnama,Finance,Data Analyst,39.0,Low Fit
EMP100122,Rizki Simanjuntak,Marketing,Supply Planner,2.25,Low Fit
EMP100426,Dimas Pamungkas,Marketing,Brand Executive,1.75,Low Fit
EMP100634,Nugroho Pratama,Operations,Brand Executive,36.75,Low Fit
EMP100934,Rifqi Salsabila,Marketing,HRBP,1.75,Low Fit
EMP101749,Novi Adi Subekti,IT,HRBP,26.75,Low Fit
EMP100702,Kurnia Utami,HR,Brand Executive,28.25,Low Fit
EMP101162,Hadi Lestari,R&D,Finance Officer,28.0,Low Fit
EMP101712,Luthfi Nugroho,Finance,Data Analyst,43.75,Low Fit
EMP100685,Budi Wijaya Wijaya,Marketing,Supply Planner,3.5,Low Fit
EMP101142,Rani Kusuma Putra,R&D,Brand Executive,35.5,Low Fit
EMP101270,Novi Permadi,IT,Sales Supervisor,36.25,Low Fit
EMP101281,Wahyu Ramadhan,HR,Finance Officer,39.75,Low Fit
EMP101073,Nabila Utami,Marketing,Sales Supervisor,1.75,Low Fit
EMP101800,Eko Fadillah Halim,IT,HRBP,32.25,Low Fit
EMP100092,Ahmad Indrawan,Marketing,Data Analyst,1.5,Low Fit
EMP101119,Utami Lestari,Marketing,Brand Executive,0.75,Low Fit
EMP101566,Iman Purnama,HR,Data Analyst,42.25,Low Fit
EMP100148,Galih Zulfikar Hasibuan,Operations,Brand Executive,41.0,Low Fit
EMP101194,Prasetyo Candra Subekti,HR,HRBP,34.5,Low Fit
EMP100000,Rendra Pratama,R&D,Brand Executive,33.25,Low Fit
EMP101865,Anisa Qolbi Setiawan,HR,Data Analyst,34.75,Low Fit
EMP100513,Nabila Fadillah Setiawan,R&D,Supply Planner,35.25,Low Fit
EMP100705,Gita Halim,Operations,Data Analyst,37.5,Low Fit
EMP101577,Rifqi Ganesha Kusuma,Marketing,Sales Supervisor,3.0,Low Fit
EMP101726,Dimas Anggara,IT,HRBP,38.5,Low Fit
EMP101491,Umar Yudhistira Maulida,Finance,HRBP,34.75,Low Fit
EMP100676,Rifqi Simanjuntak,Operations,Finance Officer,30.5,Low Fit
EMP101828,Eko Halim,Marketing,Sales Supervisor,0.75,Low Fit
EMP100840,Sari Halim Ramadhan,Marketing,Sales Supervisor,1.0,Low Fit
EMP100168,Wahyu Rachman Utami,HR,Finance Officer,40.0,Low Fit
EMP100558,Joko Kurniawan,HR,Supply Planner,10.5,Low Fit
EMP101852,Nugroho Dharma Mahendra,Finance,HRBP,39.75,Low Fit
EMP101094,Novi Zulfikar Handayani,IT,Sales Supervisor,38.0,Low Fit
EMP101958,Hadi Utama Hidayat,HR,Finance Officer,8.5,Low Fit
EMP100885,Gita Yudhistira Mahendra,IT,Supply Planner,37.0,Low Fit
EMP101611,Arif Setiawan,IT,Data Analyst,37.25,Low Fit
EMP101422,Hana Pratomo,Operations,HRBP,38.25,Low Fit
EMP101532,Nurlita Lestari,HR,Data Analyst,41.5,Low Fit
EMP100249,Evi Ridwan,R&D,Data Analyst,30.25,Low Fit
EMP101549,Cahyo Zulfikar Utami,Finance,Brand Executive,32.0,Low Fit
EMP101879,Rani Handayani,Operations,Sales Supervisor,33.5,Low Fit
EMP101633,Intan Saputra Rohman,Finance,HRBP,34.25,Low Fit
EMP100657,Rendra Anugrah Maulida,Finance,HRBP,29.0,Low Fit
EMP100769,Ari Halim,Finance,Supply Planner,31.75,Low Fit
EMP100688,Adit Iqbal Kurniawan,Finance,HRBP,44.25,Low Fit
EMP101311,Teguh Wibowo,Operations,Supply Planner,7.5,Low Fit
EMP101404,Rizky Salsabila,IT,Sales Supervisor,36.75,Low Fit
EMP101111,Bella Firmansyah,Marketing,Data Analyst,1.75,Low Fit
EMP100095,Fitri Pamungkas,Marketing,Finance Officer,3.25,Low Fit
EMP100782,Adit Utama Siregar,Marketing,Brand Executive,3.0,Low Fit
EMP101705,Lestari Purnama,HR,HRBP,25.25,Low Fit
EMP100817,Oka Handayani,R&D,Supply Planner,40.75,Low Fit
EMP100100,Intan Rachman Suharto,Marketing,Brand Executive,1.0,Low Fit
EMP101578,Adit Rahmawati,Operations,Finance Officer,45.75,Low Fit
EMP101213,Bayu Erlangga Hidayat,R&D,Sales Supervisor,36.25,Low Fit
EMP100796,Adi Ridwan,Finance,Supply Planner,33.0,Low Fit
EMP101088,Rama Jatmiko Gunawan,Operations,Sales Supervisor,36.75,Low Fit
EMP100984,Wulan Zulfikar Lestari,HR,Data Analyst,38.0,Low Fit
EMP101716,Kartika Handayani,Operations,Brand Executive,40.75,Low Fit
EMP100360,Rizka Rachman Wijaya,IT,Sales Supervisor,35.75,Low Fit
EMP100419,Lestari Hidayat,Marketing,Brand Executive,2.0,Low Fit
EMP101016,Vania Pratomo,IT,Finance Officer,36.25,Low Fit
EMP101907,Fitri Fauziah,Marketing,Finance Officer,2.0,Low Fit
EMP101558,Novi Halim Ramadhan,Finance,Supply Planner,36.5,Low Fit
EMP100759,Rendra Nabila Maulida,Operations,Supply Planner,39.25,Low Fit
EMP100396,Zaki Anugrah Nugroho,IT,Supply Planner,44.5,Low Fit
EMP100109,Dinda Wibowo,IT,Data Analyst,28.25,Low Fit
EMP101501,Dinda Utama Salsabila,R&D,Finance Officer,42.0,Low Fit
EMP101089,Nabila Salsabila,HR,HRBP,38.0,Low Fit
EMP101770,Zaki Qolbi Gunawan,Marketing,Finance Officer,1.75,Low Fit
EMP100883,Dian Lestari,Marketing,Finance Officer,0.75,Low Fit
EMP100650,Rifqi Kurniawan,Marketing,Data Analyst,2.75,Low Fit
EMP101899,Hana Aji Maulana,R&D,Finance Officer,31.75,Low Fit
EMP101054,Yuni Erlangga Subekti,IT,Sales Supervisor,37.75,Low Fit
EMP100399,Zaki Ramadhan,Operations,Sales Supervisor,40.5,Low Fit
EMP101650,Adit Wibowo,Marketing,Data Analyst,0.0,Low Fit
EMP100515,Cahyo Handayani,IT,Finance Officer,28.75,Low Fit
EMP100840,Sari Halim Ramadhan,Marketing,Sales Supervisor,3.0,Low Fit
EMP101398,Umar Kusuma,Finance,Finance Officer,35.5,Low Fit
EMP101281,Wahyu Ramadhan,HR,Finance Officer,40.75,Low Fit
EMP100221,Dimas Qolbi Maulana,IT,Data Analyst,40.25,Low Fit
EMP100644,Ayunda Hartanto,IT,Finance Officer,35.25,Low Fit
EMP101207,Adi Salsabila,Operations,Finance Officer,43.0,Low Fit
EMP100848,Rifqi Hartanto,HR,Brand Executive,33.25,Low Fit
EMP100826,Ayu Rachman Subekti,Finance,Sales Supervisor,40.5,Low Fit
EMP100881,Kartika Purnama,R&D,Sales Supervisor,32.0,Low Fit
EMP101374,Anisa Qolbi Kurniawan,IT,Finance Officer,38.5,Low Fit
EMP100684,Dian Rahmawati,Marketing,Supply Planner,3.0,Low Fit
EMP100312,Maya Lestari,Marketing,Supply Planner,3.5,Low Fit
EMP101374,Anisa Qolbi Kurniawan,IT,Finance Officer,38.5,Low Fit
EMP101146,Ayu Suharto,Marketing,Brand Executive,1.0,Low Fit
EMP100556,Hadi Rohman,Operations,Data Analyst,36.25,Low Fit
EMP100044,Indra Maulida,IT,Sales Supervisor,33.25,Low Fit
EMP101247,Iman Syahputra,R&D,Finance Officer,30.0,Low Fit
EMP101758,Indra Kusuma,Finance,Data Analyst,36.25,Low Fit
EMP100308,Nugroho Subekti,Operations,Finance Officer,35.5,Low Fit
EMP101198,Nadia Pratomo,HR,Supply Planner,29.5,Low Fit
EMP100770,Arif Qolbi Saputra,Finance,Data Analyst,8.75,Low Fit
EMP101483,Ayunda Iqbal Fauziah,Operations,Data Analyst,40.75,Low Fit
EMP100620,Oka Kusuma,Operations,Finance Officer,40.75,Low Fit
EMP100798,Valdo Rachman Wibowo,Operations,Supply Planner,43.0,Low Fit
EMP100201,Gita Ganesha Santoso,Operations,Brand Executive,33.25,Low Fit
EMP100314,Yuni Herlambang,IT,Data Analyst,35.75,Low Fit
EMP101439,Oka Anugrah Hidayat,Operations,Sales Supervisor,39.0,Low Fit
EMP101975,Fajar Nugroho,Finance,Sales Supervisor,36.5,Low Fit
EMP100897,Galih Saputra Siregar,IT,Sales Supervisor,33.75,Low Fit
EMP100904,Julia Zulfikar,HR,Finance Officer,40.5,Low Fit
EMP101269,Rizky Jatmiko Herlambang,R&D,Data Analyst,34.5,Low Fit
EMP101044,Nabila Lestari Sinaga,HR,HRBP,35.25,Low Fit
EMP100792,Budi Yudhistira Pratama,Finance,HRBP,58.75,Low Fit
EMP100984,Wulan Zulfikar Lestari,HR,Data Analyst,37.5,Low Fit
EMP100934,Rifqi Salsabila,Marketing,HRBP,2.5,Low Fit
EMP101550,Ayunda Firmansyah,Operations,Finance Officer,8.75,Low Fit
EMP101368,Julia Herlambang,IT,Finance Officer,36.75,Low Fit
EMP101594,Nugroho Rachman Pratomo,Marketing,Supply Planner,1.5,Low Fit
EMP101596,Dimas Dharma Subekti,HR,Finance Officer,36.75,Low Fit
EMP101340,Ayunda Permadi,HR,Finance Officer,36.25,Low Fit
EMP101960,Kurnia Sinaga,Operations,Sales Supervisor,26.5,Low Fit
EMP100323,Umar Indrawan,Finance,Data Analyst,33.75,Low Fit
EMP100582,Wulan Nabila Fauziah,HR,HRBP,35.5,Low Fit
EMP101472,Mahendra Baskara Purnama,Operations,Sales Supervisor,31.5,Low Fit
EMP101313,Indra Mahardika Putra,Marketing,Finance Officer,2.0,Low Fit
EMP100102,Dinda Permadi,R&D,Finance Officer,34.75,Low Fit
EMP100213,Rizky Permadi,R&D,HRBP,32.75,Low Fit
EMP100854,Rama Putra,Operations,HRBP,37.5,Low Fit
EMP100147,Hana Ridwan,HR,Supply Planner,11.0,Low Fit
EMP100629,Mahendra Subekti,R&D,Brand Executive,41.5,Low Fit
EMP100268,Nadia Tri Fauziah,HR,Sales Supervisor,32.5,Low Fit
EMP101898,Joko Candra Purnama,Marketing,Data Analyst,3.0,Low Fit
EMP100322,Rizka Pramudita Suharto,HR,Supply Planner,29.0,Low Fit
EMP100762,Valdo Kusuma Tamba,Finance,Supply Planner,31.25,Low Fit
EMP100124,Maya Nabila Salsabila,Marketing,Data Analyst,0.75,Low Fit
EMP100351,Cahyo Jatmiko Wibowo,R&D,Supply Planner,43.25,Low Fit
EMP100237,Sari Halim Siregar,Operations,Data Analyst,44.5,Low Fit
EMP100226,Nabila Simanjuntak,IT,HRBP,39.25,Low Fit
EMP101655,Dimas Zulfikar,R&D,Sales Supervisor,9.75,Low Fit
EMP100382,Utami Erlangga Tamba,Marketing,Sales Supervisor,0.75,Low Fit
EMP101689,Rendra Yudhistira Suharto,IT,Supply Planner,31.75,Low Fit
EMP100882,Dinda Wijaya,Finance,Supply Planner,8.75,Low Fit
EMP101665,Satya Salsabila,Finance,HRBP,31.0,Low Fit
EMP100861,Yoga Putra,R&D,Finance Officer,31.25,Low Fit
EMP101607,Rama Indrawan,Finance,Data Analyst,39.0,Low Fit
EMP101867,Rizki Rahmawati,HR,HRBP,29.0,Low Fit
EMP100412,Tania Syahputra,Operations,Brand Executive,42.5,Low Fit
EMP101770,Zaki Qolbi Gunawan,Marketing,Finance Officer,1.5,Low Fit
EMP100101,Yoga Pratomo,Finance,HRBP,27.0,Low Fit
EMP101638,Prasetyo Rachman Halim,Finance,Sales Supervisor,28.0,Low Fit
EMP101934,Yoga Halim Syahputra,Operations,HRBP,36.75,Low Fit
EMP100247,Hadi Ganesha Wijaya,IT,Brand Executive,28.0,Low Fit
EMP100440,Cahyo Utama Sinaga,R&D,Supply Planner,41.0,Low Fit
EMP101194,Prasetyo Candra Subekti,HR,HRBP,37.0,Low Fit
EMP100662,Utami Pratama,IT,Brand Executive,40.25,Low Fit
EMP100801,Umar Ridwan,Operations,HRBP,37.0,Low Fit
EMP100594,Teguh Sinaga,HR,HRBP,44.75,Low Fit
EMP101990,Adi Subekti,Marketing,Finance Officer,3.0,Low Fit
EMP100250,Arif Mahardika Kusuma,Finance,Brand Executive,30.0,Low Fit
EMP101816,Rani Anugrah Zulfikar,Operations,Brand Executive,30.25,Low Fit
EMP101848,Yuni Pamungkas,IT,Supply Planner,47.25,Low Fit
EMP100805,Oktavia Pratama,IT,Sales Supervisor,38.25,Low Fit
EMP100254,Wulan Salsabila,IT,Brand Executive,26.25,Low Fit
EMP101427,Arif Pratama,Marketing,Sales Supervisor,1.0,Low Fit
EMP100722,Nadia Zulfikar,Operations,Supply Planner,41.5,Low Fit
EMP100263,Maya Handayani,R&D,Brand Executive,39.75,Low Fit
EMP101952,Bayu Setiawan,IT,Data Analyst,36.25,Low Fit
EMP100850,Eko Mahardika Suharto,Marketing,Data Analyst,2.75,Low Fit
EMP101908,Adi Candra Indrawan,HR,HRBP,35.5,Low Fit
EMP101157,Galih Iqbal Pradana,HR,Brand Executive,37.75,Low Fit
EMP101772,Tania Rachman Lestari,Marketing,Supply Planner,2.5,Low Fit
EMP100706,Eko Jatmiko Mahendra,Finance,Supply Planner,34.75,Low Fit
EMP100284,Julia Maulana,HR,Brand Executive,33.0,Low Fit
EMP100776,Yuni Gunawan,R&D,Data Analyst,45.5,Low Fit
EMP100314,Yuni Herlambang,IT,Data Analyst,35.75,Low Fit
EMP100567,Nurlita Ananda,IT,Brand Executive,30.25,Low Fit
EMP101396,Gita Ginting,IT,Sales Supervisor,34.75,Low Fit
EMP101946,Putri Maulida,Marketing,Sales Supervisor,2.25,Low Fit
EMP100855,Satya Tamba,HR,Sales Supervisor,36.75,Low Fit
EMP100482,Rani Rachman Setiawan,Operations,Data Analyst,35.75,Low Fit
EMP101957,Hadi Jatmiko Zulfikar,Operations,Supply Planner,42.25,Low Fit
EMP101669,Dimas Rahmawati,IT,Data Analyst,41.5,Low Fit
EMP101545,Fajar Santoso,Operations,Data Analyst,41.75,Low Fit
EMP101468,Yuni Nugroho,Operations,Supply Planner,42.5,Low Fit
EMP101289,Evi Ramadhan,Finance,Finance Officer,43.25,Low Fit
EMP100982,Hana Wijaya,R&D,Sales Supervisor,33.75,Low Fit
EMP100414,Citra Hasibuan,R&D,HRBP,57.25,Low Fit
EMP100091,Oka Candra Firmansyah,IT,Finance Officer,32.0,Low Fit
EMP100094,Nadia Utama Yulianto,IT,Brand Executive,30.5,Low Fit
EMP100075,Rizki Halim Zulfikar,Marketing,Sales Supervisor,2.0,Low Fit
EMP100024,Rendra Candra Maulida,IT,Sales Supervisor,42.0,Low Fit
EMP100644,Ayunda Hartanto,IT,Finance Officer,35.5,Low Fit
EMP100626,Arif Nugroho,HR,HRBP,30.25,Low Fit
EMP100988,Prasetyo Zulfikar,R&D,Data Analyst,35.5,Low Fit
EMP100120,Iman Maulida,Finance,Data Analyst,39.75,Low Fit
EMP100345,Arif Jatmiko Wibowo,R&D,Supply Planner,42.0,Low Fit
EMP100683,Rani Qolbi Nugroho,R&D,Data Analyst,41.0,Low Fit
EMP100793,Zahra Rohman,R&D,HRBP,40.0,Low Fit
EMP100520,Rifqi Kusuma Wibowo,Finance,Brand Executive,30.0,Low Fit
EMP101586,Kurnia Yulianto,HR,HRBP,39.0,Low Fit
EMP100799,Fitri Ganesha Yulianto,IT,Sales Supervisor,41.75,Low Fit
EMP100992,Kurnia Tamba,Operations,Data Analyst,9.25,Low Fit
EMP101455,Galih Mahardika Wibowo,HR,Supply Planner,30.5,Low Fit
EMP100565,Anisa Pramudita Maulana,Operations,Finance Officer,38.0,Low Fit
EMP101730,Indra Salsabila,IT,Supply Planner,38.25,Low Fit
EMP100277,Nadia Handayani,Operations,Brand Executive,41.75,Low Fit
EMP100524,Hadi Nugroho,Finance,Data Analyst,32.0,Low Fit
EMP101216,Galih Candra Ridwan,HR,Supply Planner,37.0,Low Fit
EMP100508,Sari Nabila Halim,IT,Finance Officer,34.25,Low Fit
EMP101458,Oktavia Kusuma Pratama,Finance,HRBP,34.75,Low Fit
EMP101203,Dwi Lestari,IT,Sales Supervisor,30.5,Low Fit
EMP101929,Ayunda Pratomo,Operations,Sales Supervisor,30.5,Low Fit
EMP101084,Fitri Hartanto,R&D,Finance Officer,43.5,Low Fit
EMP101465,Oka Lestari Simanjuntak,HR,Supply Planner,31.0,Low Fit
EMP100474,Vania Iqbal Fauziah,Operations,Data Analyst,33.0,Low Fit
EMP101919,Wulan Rachman Ginting,Operations,HRBP,44.75,Low Fit
EMP101118,Maya Dharma Kurniawan,IT,HRBP,29.5,Low Fit
EMP101076,Satya Pamungkas,Operations,Sales Supervisor,30.25,Low Fit
EMP101864,Putri Utama Siregar,Finance,Sales Supervisor,32.0,Low Fit
EMP100237,Sari Halim Siregar,Operations,Data Analyst,44.75,Low Fit
EMP101826,Yuni Situmorang,HR,Sales Supervisor,29.0,Low Fit
EMP100151,Wahyu Permadi,R&D,Finance Officer,36.0,Low Fit
EMP100184,Rizka Pamungkas,Finance,Finance Officer,35.5,Low Fit
EMP100822,Maya Lukman,IT,Supply Planner,31.75,Low Fit
EMP100921,Lestari Mahendra,Marketing,Data Analyst,2.0,Low Fit
EMP101056,Umar Hartanto,Marketing,Finance Officer,1.5,Low Fit
EMP100336,Evi Pratomo,Operations,Brand Executive,39.5,Low Fit
EMP100920,Rifqi Tamba,Finance,Data Analyst,40.5,Low Fit
EMP100766,Zaki Adi Utami,R&D,Data Analyst,40.75,Low Fit
EMP100085,Ahmad Rohman,IT,Data Analyst,7.75,Low Fit
EMP100155,Citra Jatmiko Siregar,Marketing,Finance Officer,1.0,Low Fit
EMP100656,Joko Herlambang,IT,Sales Supervisor,32.0,Low Fit
EMP100563,Dinda Maulida,IT,Data Analyst,37.25,Low Fit
EMP100767,Zahra Hasibuan,Operations,Supply Planner,11.0,Low Fit
EMP101092,Rani Gunawan,Operations,Brand Executive,31.0,Low Fit
EMP100616,Nadia Ramadhan,HR,Finance Officer,30.75,Low Fit
EMP101388,Ayunda Tri Hidayat,R&D,Finance Officer,37.5,Low Fit
EMP101589,Joko Adi Utami,HR,Supply Planner,39.5,Low Fit
EMP101985,Dwi Kusuma,R&D,Data Analyst,31.5,Low Fit
EMP101139,Rendra Gunawan,Marketing,Sales Supervisor,1.75,Low Fit
EMP101516,Galih Pradana,R&D,Supply Planner,32.25,Low Fit
EMP101097,Bayu Mahendra,Marketing,Finance Officer,3.0,Low Fit
EMP100786,Nadia Baskara Halim,IT,Sales Supervisor,28.75,Low Fit
EMP101198,Nadia Pratomo,HR,Supply Planner,29.25,Low Fit
EMP100986,Novi Tamba,HR,Finance Officer,31.5,Low Fit
EMP100488,Luthfi Pratama,R&D,Finance Officer,43.75,Low Fit
EMP100866,Ayunda Rachman Utami,R&D,HRBP,40.25,Low Fit
EMP100019,Rizki Iqbal Gunawan,HR,HRBP,40.0,Low Fit
EMP101375,Lestari Salsabila,Finance,Finance Officer,10.0,Low Fit
EMP101438,Kurnia Fauziah,Operations,Brand Executive,43.25,Low Fit
EMP100261,Valdo Gunawan,Operations,Brand Executive,41.75,Low Fit
EMP100214,Oktavia Subekti,Marketing,Sales Supervisor,0.0,Low Fit
EMP101313,Indra Mahardika Putra,Marketing,Finance Officer,0.0,Low Fit
EMP101944,Dewi Utami,Finance,HRBP,32.25,Low Fit
EMP101758,Indra Kusuma,Finance,Data Analyst,36.75,Low Fit
EMP100046,Fitri Lestari,Marketing,Brand Executive,1.0,Low Fit
EMP101248,Cahyo Lestari,IT,Finance Officer,37.5,Low Fit
EMP100954,Ayu Yudhistira Ridwan,IT,Sales Supervisor,28.75,Low Fit
EMP101095,Nadia Simanjuntak,Operations,Sales Supervisor,35.0,Low Fit
EMP101322,Mahendra Sinaga,Operations,Sales Supervisor,41.25,Low Fit
EMP100404,Anisa Tri Anggara,IT,HRBP,30.25,Low Fit
EMP100319,Valdo Anugrah Ramadhan,Finance,Sales Supervisor,44.25,Low Fit
EMP100411,Rani Fauziah,R&D,Finance Officer,38.75,Low Fit
EMP101077,Hana Dharma Maulida,R&D,Supply Planner,30.5,Low Fit
